iter	Logloss
0	0.630844626
1	0.5616422366
2	0.504585153
3	0.4491865812
4	0.3985789233
5	0.3714937932
6	0.3451749814
7	0.3250369106
8	0.301965477
9	0.2754233576
10	0.2590219688
11	0.2444222827
12	0.2345199929
13	0.2236027882
14	0.2103206162
15	0.2065510943
16	0.1976561035
17	0.1848494012
18	0.176834418
19	0.1702038924
20	0.162713369
21	0.1581034847
22	0.1543057344
23	0.1483172156
24	0.1428677919
25	0.13727332
26	0.133167002
27	0.1285957473
28	0.124268085
29	0.1187303376
30	0.1180378505
31	0.1139935912
32	0.1130443386
33	0.1096558242
34	0.1042981264
35	0.1021018286
36	0.09860863203
37	0.09631098451
38	0.0940788736
39	0.09152234697
40	0.0893652888
41	0.08787492041
42	0.08702929464
43	0.08372223938
44	0.08243832474
45	0.08212941849
46	0.08138598025
47	0.07933487965
48	0.07819988361
49	0.07584616701
50	0.0736957275
51	0.07288026827
52	0.07190586667
53	0.07032841965
54	0.06903017329
55	0.06856842633
56	0.067463217
57	0.06597664378
58	0.06415737658
59	0.06176929761
60	0.06140666035
61	0.06018104049
62	0.05956291857
63	0.05782648374
64	0.05690420392
65	0.05641780501
66	0.05483911557
67	0.05425463447
68	0.05310665018
69	0.05123537379
70	0.05087286466
71	0.04962453577
72	0.04925829291
73	0.04755352216
74	0.04738818356
75	0.04675199708
76	0.04660448308
77	0.04505290296
78	0.04491619028
79	0.04375458765
80	0.04312016132
81	0.04232598342
82	0.0409910747
83	0.03951800621
84	0.03839487356
85	0.03802925915
86	0.0379582363
87	0.03689665417
88	0.03588860384
89	0.03469719275
90	0.03397596614
91	0.03357783814
92	0.03289008627
93	0.03213320547
94	0.03148601085
95	0.03143737414
96	0.03050632331
97	0.02969752567
98	0.0293947635
99	0.02849260979
100	0.02789268182
101	0.02778968271
102	0.02727616414
103	0.02692695094
104	0.02635126744
105	0.02630173945
106	0.02582902772
107	0.02578318763
108	0.02538024754
109	0.02506646392
110	0.02502093187
111	0.02450619397
112	0.02405377763
113	0.02399640383
114	0.02360879082
115	0.02325718436
116	0.02318798099
117	0.02314198355
118	0.02256346135
119	0.02219281102
120	0.02184370426
121	0.0213382347
122	0.02092489517
123	0.0204615388
124	0.02031488178
125	0.02022899209
126	0.01994542691
127	0.01964711496
128	0.0194058601
129	0.01889102147
130	0.01863715719
131	0.01832325001
132	0.01796744194
133	0.01766502734
134	0.01748426585
135	0.01713074141
136	0.0168850614
137	0.01663565131
138	0.01642212568
139	0.01618283637
140	0.01596991941
141	0.01583511918
142	0.0156222895
143	0.01543643254
144	0.01525204917
145	0.01493657457
146	0.01461088531
147	0.01445172278
148	0.01414523936
149	0.01395556627
150	0.01370443434
151	0.01350022745
152	0.01322737516
153	0.0130191567
154	0.01299140376
155	0.01274787714
156	0.01258849165
157	0.01244569309
158	0.01242379536
159	0.01238117316
160	0.01225074483
161	0.01192881859
162	0.0117463008
163	0.01160000924
164	0.01141345902
165	0.01140327427
166	0.01124360655
167	0.01122887127
168	0.01121183677
169	0.01113286324
170	0.01108156253
171	0.01096810062
172	0.01081542799
173	0.01065506311
174	0.01051445185
175	0.01035760852
176	0.01026357647
177	0.01014566095
178	0.01012948386
179	0.01011437227
180	0.01000120971
181	0.009905536131
182	0.009766226028
183	0.009622615079
184	0.009540635574
185	0.009417058428
186	0.009371532732
187	0.009293544578
188	0.009197211755
189	0.009103466501
190	0.009009536084
191	0.008897800177
192	0.008822092362
193	0.008808306945
194	0.008752688219
195	0.008672093524
196	0.00856676093
197	0.008480143348
198	0.008432398503
199	0.008419002738
200	0.008412096555
201	0.008397854707
202	0.008365605105
203	0.008286749106
204	0.008283101167
205	0.008238620333
206	0.008184714907
207	0.00816974038
208	0.008162408937
209	0.00804899957
210	0.008038713755
211	0.008027626853
212	0.008023834038
213	0.00802035462
214	0.007932349956
215	0.007829790668
216	0.007748557904
217	0.007698691209
218	0.007583854791
219	0.007579660634
220	0.007542239419
221	0.007518500614
222	0.007450804928
223	0.007395753496
224	0.00733483386
225	0.007325127061
226	0.007232472236
227	0.007151399512
228	0.007090936608
229	0.00702082881
230	0.006954487673
231	0.006901127639
232	0.006810769494
233	0.006772514208
234	0.00677047945
235	0.006696967251
236	0.006626417033
237	0.006577733235
238	0.006495891115
239	0.006495885438
240	0.00649309758
241	0.006436272666
242	0.006436256267
243	0.006433576896
244	0.006370154494
245	0.006291569885
246	0.006288274721
247	0.006222190561
248	0.006176747122
249	0.006126092758
250	0.006058755157
251	0.006010604575
252	0.005959078728
253	0.005914777094
254	0.005867847325
255	0.005866654602
256	0.005864654972
257	0.005862800412
258	0.005860688704
259	0.005860725918
260	0.005859464637
261	0.00585617219
262	0.005799815162
263	0.005749781443
264	0.00568905185
265	0.00563298564
266	0.005614951007
267	0.005610829772
268	0.005558585777
269	0.005554458865
270	0.005495891245
271	0.005457539506
272	0.005426428498
273	0.005421979279
274	0.005418569322
275	0.005405986973
276	0.005370418496
277	0.005369708286
278	0.005331672688
279	0.005293481786
280	0.005293512062
281	0.005266440903
282	0.005263173686
283	0.005263140257
284	0.005259772672
285	0.005256743995
286	0.005255317268
287	0.005250749378
288	0.0052418204
289	0.005218217707
290	0.00521132836
291	0.005157357631
292	0.005156569841
293	0.005148344328
294	0.005146494061
295	0.005146437295
296	0.005146487438
297	0.005146519291
298	0.005138236524
299	0.005124055106
