iter	MultiClass
637	0.07768440891
638	0.07762216897
639	0.07746672708
640	0.07732588439
641	0.07716579742
642	0.07706544071
643	0.07700881446
644	0.0769248271
645	0.07687210319
646	0.07671807238
647	0.07659664705
648	0.07651867171
649	0.07647236119
650	0.07638642386
651	0.0762055227
652	0.07604259809
653	0.07589138066
654	0.07576473088
655	0.07564626036
656	0.07547021087
657	0.07534500052
658	0.07529333039
659	0.07499314052
660	0.07483237621
661	0.0746904837
662	0.0744678291
663	0.07435598102
664	0.07430328059
665	0.07417052776
666	0.07396911205
667	0.07385006815
668	0.0736478496
669	0.07348513907
670	0.07335334068
671	0.07325970777
672	0.07310326277
673	0.07296699797
674	0.07288044399
675	0.07279203606
676	0.07267464944
677	0.07260435334
678	0.07251454699
679	0.07239047981
680	0.07226114142
681	0.07212442337
682	0.07198301272
683	0.07190045254
684	0.07175681202
685	0.07164165981
686	0.0715447045
687	0.07143469414
688	0.07129993215
689	0.07122553024
690	0.071065639
691	0.07095684582
692	0.07086469542
693	0.07075583638
694	0.07062829453
695	0.07056242474
696	0.07047985787
697	0.07036931149
698	0.07023101609
699	0.07010484962
700	0.06993808965
701	0.06983005582
702	0.06970212002
703	0.06956371644
704	0.06940486242
705	0.06929156787
706	0.06917413156
707	0.06910523679
708	0.06902259086
709	0.06895264468
710	0.06878400768
711	0.06870593545
712	0.06852096464
713	0.06841450108
714	0.06833564499
715	0.06830032986
716	0.06820325966
717	0.06800798506
718	0.06789001224
719	0.06778287535
720	0.06768185575
721	0.06757160803
722	0.06746485375
723	0.06729425646
724	0.06713481026
725	0.06706975445
726	0.06697008892
727	0.06685360171
728	0.06677189443
729	0.06665128153
730	0.06651556905
731	0.06643999963
732	0.06636523372
733	0.06627255006
734	0.0661726752
735	0.06608865138
736	0.06600161576
737	0.06583254275
738	0.0657596857
739	0.06553653633
740	0.06544675087
741	0.06535782951
742	0.06533128438
743	0.0653025384
744	0.06520214542
745	0.06513607632
746	0.06510282499
747	0.06505461128
748	0.06495463488
749	0.064780062
750	0.06470372833
751	0.06464052991
752	0.06458388452
753	0.06453798396
754	0.0642959184
755	0.0642031872
756	0.06410861133
757	0.06393443812
758	0.06384681941
759	0.06373024835
760	0.06365426162
761	0.06351779374
762	0.06345222196
763	0.06327433129
764	0.06321998332
765	0.06309791334
766	0.06303758655
767	0.06296471627
768	0.06284201802
769	0.06271824796
770	0.06263343771
771	0.06254746045
772	0.06248803504
773	0.06243390651
774	0.06236149501
775	0.06230711351
776	0.06219413613
777	0.06216060583
778	0.06209221046
779	0.06206654437
780	0.06191813114
781	0.06177374319
782	0.06168794791
783	0.061576241
784	0.06154396308
785	0.06145046677
786	0.06137472077
787	0.06132551802
788	0.06125287914
789	0.06113529234
790	0.06105557639
791	0.06095149368
792	0.06082742911
793	0.06077634956
794	0.06068599657
795	0.06060190079
796	0.06052876798
797	0.0604189055
798	0.06036575063
799	0.06011040979
800	0.0599540548
801	0.05990850142
802	0.05973102169
803	0.05966388727
804	0.05955725976
805	0.05945251905
806	0.05937109082
807	0.05928060022
808	0.05916483764
809	0.05910374252
810	0.05904315363
811	0.05888628449
812	0.058838347
813	0.05864785207
814	0.05855201509
815	0.05847337548
816	0.05841616246
817	0.05826027404
818	0.05813182007
819	0.05806441029
820	0.05799256432
821	0.05785111574
822	0.05770517977
823	0.05760204583
824	0.05750390943
825	0.05743607819
826	0.05729155407
827	0.05720616394
828	0.05706753586
829	0.05699441506
830	0.0569378133
831	0.05684309407
832	0.05677077796
833	0.0567147716
834	0.05665618246
835	0.05659911465
836	0.0565746057
837	0.05645549608
838	0.05640661757
839	0.05634471184
840	0.05627314792
841	0.05617437285
842	0.05604576181
843	0.05596365993
844	0.05587846599
845	0.0558238036
846	0.05578603133
847	0.05570716379
848	0.05566795512
849	0.05554806946
850	0.05548898231
851	0.055395724
852	0.05532905658
853	0.05522469398
854	0.05517477156
855	0.05510608084
856	0.0550625019
857	0.05498092459
858	0.05487179076
859	0.05483845226
860	0.05476409906
861	0.05471070979
862	0.05462297414
863	0.05459332803
864	0.05454104838
865	0.05445858536
866	0.05440545175
867	0.05429592973
868	0.05422818321
869	0.05420673316
870	0.05414395126
871	0.05397128599
872	0.05384617347
873	0.05380627515
874	0.05373019118
875	0.05368916549
876	0.0535983271
877	0.05352009713
878	0.05344702667
879	0.05338030017
880	0.05326201392
881	0.05321902141
882	0.05318777802
883	0.05314833898
884	0.05305325768
885	0.05296930019
886	0.05293090352
887	0.05288508239
888	0.05282010778
889	0.05271330152
890	0.05265896669
891	0.05253807203
892	0.05249352896
893	0.05242898798
894	0.05235937021
895	0.05224242293
896	0.05219655911
897	0.0521139482
898	0.05202984954
899	0.05194115256
900	0.05190706103
901	0.05185203204
902	0.05178161589
903	0.05174512882
904	0.05170564362
905	0.05154993753
906	0.05148926193
907	0.05144704155
908	0.05138047534
909	0.05132805362
910	0.05125809676
911	0.05117438154
912	0.05106172055
913	0.05099278284
914	0.0509825968
915	0.05087939655
916	0.05079987412
917	0.05069101755
918	0.05060952063
919	0.05050559389
920	0.05044875617
921	0.05037791938
922	0.05030928589
923	0.05020106837
924	0.05016221985
925	0.05011100829
926	0.05005916352
927	0.05000120871
928	0.04995563667
929	0.0499075067
930	0.04986633692
931	0.04982391706
932	0.04975474713
933	0.04970826803
934	0.04964222727
935	0.04958364756
936	0.04950799967
937	0.04944196056
938	0.04941432838
939	0.04937848542
940	0.04931393428
941	0.04924872415
942	0.04915378478
943	0.04900824508
944	0.04893221755
945	0.04887385168
946	0.0488281611
947	0.04875499414
948	0.04871735241
949	0.04864497058
950	0.04855274472
951	0.04850768001
952	0.04845538929
953	0.04837247106
954	0.04827891472
955	0.04822904842
956	0.04817260806
957	0.04810712517
958	0.04802407142
959	0.04794530739
960	0.04789601867
961	0.04783996611
962	0.04778353608
963	0.0477433357
964	0.04770082283
965	0.04760968519
966	0.04755197053
967	0.04747155526
968	0.04737219443
969	0.0473522903
970	0.04732195459
971	0.04725218995
972	0.04722960877
973	0.04716894052
974	0.04713318228
975	0.04709235782
976	0.04706555385
977	0.04700763745
978	0.04691965075
979	0.04690469821
980	0.04683888629
981	0.04678943164
982	0.04674968951
983	0.0467015447
984	0.04666743492
985	0.0466271323
986	0.04654660057
987	0.04648423679
988	0.04644562833
989	0.04642176232
990	0.04634608512
991	0.04630583847
992	0.04623136111
993	0.04619441636
994	0.0461356097
995	0.04602951104
996	0.04597987383
997	0.04590880181
998	0.04586511509
999	0.04581475045
